IID,milk
163,-0.00328486
164,-0.000497758
165,0.00511396
166,-0.00560826
167,0.00444891
168,0.00399746
169,0.0105104
170,0.00451206
171,-0.00607715
172,-0.00872872
173,0.00770845
174,0.00803193
175,0.00143387
176,-0.00104541
177,-0.00244433
178,0.0114705
179,-0.00112445
180,-0.00230898
181,0.00487962
182,-0.00237244
183,0.00350402
184,0.00726301
185,0.00229516
186,0.00189318
187,-0.017131
188,-0.0129753
189,0.00158463
190,-0.0173892
191,0.00667478
192,-0.00872543
193,-0.00640754
194,-0.00239701
195,-0.00905719
196,-0.0125978
197,-0.00915613
198,0.00163189
199,-0.0132841
200,0.00774334
201,-0.00199309
202,0.0136324
203,-0.00577663
204,0.00260313
205,0.00354954
206,0.00384825
207,-0.00392317
208,-0.00114537
209,-0.00493511
210,0.00419778
211,0.0084363
212,0.00212207
213,-0.00393257
214,-0.00388528
215,-0.00894657
216,0.00652192
217,-0.00257185
218,0.000589664
219,0.00577702
220,-0.0112996
221,0.00561437
222,0.000955784
223,0.00426965
224,0.00641775
225,0.000976662
226,-0.000805657
227,0.00632898
228,0.00130559
229,0.000482862
230,-0.000934703
231,-0.00252483
232,-4.43427e-05
233,-0.000590874
234,-3.98114e-05
235,0.000675624
236,0.00141193
237,0.00227378
238,-0.014545
239,-0.0032014
240,-0.00189908
241,-0.00169823
242,0.00860658
243,-0.0046748
244,-0.00423202
245,-0.00190566
246,-0.00849934
247,0.00645639
248,0.00228802
249,0.0125709
250,-0.0111222
251,0.00735131
252,-0.00195158
253,-4.88206e-05
254,-0.00675901
255,0.00177468
256,-0.00407163
257,-0.000277478
258,-0.00372364
259,0.010621
260,0.0112886
261,-0.00679424
262,-0.00360149
263,-0.00319663
264,-0.00258778
265,-0.00737741
266,-0.0117377
267,0.00113548
268,0.00359916
269,-0.000799631
270,0.00244231
271,-0.00827987
272,-0.00291061
273,0.00261969
274,0.0018395
275,-0.0133579
276,-0.00332944
277,0.00611563
278,-0.00260904
279,0.00412534
280,0.00227952
281,-0.016463
282,0.00340312
283,-0.00391353
284,0.00564079
285,-0.000834914
286,0.00254922
287,0.00581383
288,-0.00598092
289,-0.00217457
290,0.000316227
291,-0.00450541
292,0.00347659
293,-0.00328885
294,-0.0106198
295,-0.00709819
296,-0.000782536
297,0.00131507
298,0.00109083
299,-0.00779843
300,0.00720531
301,-0.0076608
302,0.0072975
303,-0.00156927
304,0.00114923
305,-0.0186216
306,0.00555766
307,0.000906267
308,0.00516194
309,-0.00387344
310,0.00149506
311,-0.011551
312,0.00134682
313,0.00948224
314,0.000389593
315,0.00442817
316,-0.000197499
317,-0.00941783
318,0.000477596
319,-0.00800086
320,0.00110501
321,0.000940321
322,0.00923785
323,0.00432404
324,0.00215072
325,-0.00777348
326,-0.00831841
327,-0.00297015
328,0.00601511
329,0.00961581
330,0.0106585
331,0.00424911
332,0.00785143
333,-0.00183667
334,0.0103302
335,0.00523795
336,-0.00130629
337,0.00211402
338,0.0105228
339,0.000934614
340,-0.00632235
341,0.00112883
342,-0.000253104
343,0.00619411
344,0.00563624
345,0.00197462
346,0.00244007
347,-0.00465923
348,0.00344123
349,-0.00830309
350,0.00930444
351,0.0123117
352,-0.00125543
353,0.00634055
354,0.00936165
355,0.00489886
356,-0.00849525
357,-0.000855985
358,0.00446105
359,0.00115449
360,-0.0107173
361,0.00720547
362,-0.00133996
363,0.00665126
364,-0.00997004
365,-0.00865461
366,-0.00595499
367,-0.00630142
368,-0.00259254
369,-0.0150834
370,0.0188197
371,-0.00191243
372,-0.00275856
373,-0.000979049
374,-0.0036475
375,0.00513587
376,-0.00182875
377,-0.00680692
378,3.40959e-05
379,-0.000863745
380,0.00141382
381,-0.00717628
382,0.00403873
383,-0.00314924
384,0.00438905
385,0.00421041
386,-0.000546512
387,0.00593353
388,-0.000969573
389,-0.0050707
390,-0.00314972
391,0.000944217
392,0.00407715
393,0.00706788
394,0.00770645
395,-0.00264163
396,-0.00473774
397,-0.00379705
398,-0.00360394
399,-0.00566778
400,0.00626098
401,-0.0107109
402,0.00458385
403,-0.00231355
404,0.00971353
405,-0.000293778
406,-0.0072475
407,-0.00609981
408,0.0118149
409,0.000354493
410,-0.000245259
411,-0.00837404
412,7.44108e-05
413,-0.00144688
414,0.00885107
415,-0.00794222
416,-0.00712976
417,0.00611652
418,-0.00126274
419,0.00605294
420,0.00583685
421,0.0124269
422,-0.00315279
423,-0.00747571
424,-0.0127178
425,-0.0106518
426,0.00243058
427,0.008617
428,0.000604988
429,0.00314532
430,0.0048589
431,-0.00934855
432,-0.0097082
433,-0.00424204
434,-0.00143051
435,0.000713848
436,0.00581414
437,-0.00431112
438,-0.000519314
439,-0.0117069
440,0.00710327
441,0.014399
442,0.00349274
443,-0.000479916
444,-0.00449204
445,-0.00598481
446,0.00904873
447,0.00709572
448,-0.00174075
449,0.0070929
450,0.00387943
451,-0.00248509
452,0.00248349
453,-0.00380703
454,-0.00752931
455,-0.00339122
456,-0.00832639
457,-0.000252322
458,0.00972723
459,-0.0131577
460,-0.0095088
461,-0.00129385
462,0.00580627
463,0.00566297
464,-0.00238049
465,0.00784387
466,0.00569194
467,-0.0124926
468,-0.000432796
469,0.00221712
470,-0.00561115
471,-0.00260186
472,0.00233586
473,0.0100139
474,0.00941035
475,-0.000270766
476,-0.00636853
477,-0.00161734
478,0.00209384
479,-0.00380078
480,-0.00754838
481,0.00182041
482,0.000184057
483,0.00986751
484,-0.00605691
485,-0.0044948
486,0.00320465
487,-0.00444959
488,-0.00043776
489,-0.00787581
490,0.0030732
491,0.0141948
492,-0.00155702
493,0.0100522
494,0.000104745
495,0.0126057
496,0.00842052
497,-0.000229098
498,0.0085458
499,0.000633569
500,0.00203871
501,-0.00515899
502,0.00723931
503,0.00208185
504,0.00491395
505,-0.0019869
506,-0.00016736
507,-0.0147683
508,0.00596832
509,-0.00527634
510,-0.00120175
511,0.00363288
512,0.00747455
513,-0.00863578
514,0.00534349
515,-0.00788954
516,0.00524788
517,-0.00740535
518,0.019199
519,0.00355102
520,0.010443
521,-0.00461677
522,0.00269867
523,0.000151088
524,-0.00657667
525,-0.0124323
526,-0.005949
527,-0.0106923
528,0.00229282
529,0.0022671
530,0.00934045
531,0.00189744
532,-0.0116943
533,-0.0054273
534,0.0089145
535,0.00158308
536,0.00705961
537,0.00283356
538,0.000884581
539,0.00314859
540,-0.00246137
541,-0.00888287
542,-0.0117784
543,0.000447951
544,0.00764997
545,0.00201258
546,-0.00417713
547,-0.00873956
548,0.0104674
549,-0.00206622
550,0.00781392
551,0.000357021
552,0.00197614
553,0.00326111
554,-0.00486009
555,-0.00385928
556,-0.00812193
557,-0.00033878
558,0.00436341
559,0.00683992
560,0.00519678
561,-0.0032093
562,-0.00206166
563,0.00221846
564,0.00167611
565,-0.00397085
566,0.00645137
567,5.91506e-05
568,0.00231522
569,-0.00226898
570,0.000445617
571,-0.00154668
572,0.00196817
573,-0.00267999
574,-0.00355464
575,-0.00505049
576,-0.000334502
577,-0.000806667
578,0.000448485
579,0.00606143
580,-0.00432695
581,0.000605055
582,-0.0107991
583,0.0027863
584,0.00471711
585,0.00106195
586,-0.00779544
587,0.00284176
588,0.0108101
589,0.00640206
590,0.00326706
591,-0.00366665
592,0.00345794
593,0.0102123
594,-1.45692e-05
595,0.00335567
596,0.00515421
597,0.0059826
598,-0.00576439
599,-9.49887e-05
600,0.00335447
601,-0.00197913
602,-0.00111673
603,0.00388632
604,-0.00612574
605,0.00948367
606,0.00145837
607,0.00475595
608,0.00392692
609,0.00796582
610,-0.0114782
611,0.0117656
612,0.00467861
613,0.00449326
614,0.00354899
615,-0.000346449
616,-0.000336086
617,-0.00488323
618,0.0114096
619,-0.00639844
620,-0.00768636
621,-0.00595937
622,-0.00555681
623,-0.0031142
624,0.00193033
625,0.00220261
626,-0.01146
627,-0.0100926
628,-0.0037712
629,-0.0146122
630,0.00573875
631,-0.00737609
632,0.00533238
633,0.0037091
634,-0.00774012
635,0.00508673
636,0.000146012
637,-0.00094432
638,-4.88313e-05
639,-0.00790897
640,-0.00117861
641,0.00863124
642,0.000621997
643,0.00594221
644,0.00125652
645,-0.00216156
646,0.000575358
647,-0.00250773
648,0.000780854
649,-0.00437286
650,0.00855469
651,-0.00440582
652,-0.00871704
653,0.0083082
654,0.00397691
655,0.00941413
656,-0.00393196
657,-0.000733649
658,0.00526522
659,0.00436829
660,0.00333654
661,0.000382791
662,0.0141626
663,-0.00498736
664,0.00213767
665,-0.00228255
666,0.00346122
667,0.000134968
668,0.00741325
669,-0.00573627
670,0.010946
671,-0.000149406
672,0.00665125
673,-0.000785472
674,-0.00012466
675,0.00482537
676,0.000473815
677,-0.0013076
678,0.00779093
679,-0.00268583
680,0.00283855
681,-0.00204911
682,0.00715832
683,-0.000723163
684,0.00380475
685,0.000997466
686,-0.00565252
687,0.000872039
688,7.0435e-05
689,-0.0124201
690,0.00231008
691,0.0085186
692,-0.00319172
693,-0.00193442
694,0.00808959
695,-0.000665622
696,0.00990678
697,0.00145736
698,0.00146076
699,0.00754686
700,-0.00643276
701,0.007256
702,0.0061056
703,0.000620255
704,-0.00423667
705,0.00477577
706,-0.00436661
707,0.000937199
708,0.00393634
709,0.00120272
710,-0.00229195
711,-0.0146234
712,0.0159854
713,0.00765655
714,0.000939109
715,-0.00837769
716,-0.00188384
717,-0.0108659
718,-0.00866551
719,0.00537926
720,-0.000518531
721,-0.00222845
722,-0.00590731
723,-0.00370923
724,0.00517875
725,0.00163631
726,0.00397648
727,0.0111221
728,-0.00493246
729,-0.0108655
730,-0.00518242
731,0.00227838
732,-0.00091536
733,-0.00577667
734,0.00653586
735,-0.00716482
736,0.000279949
737,0.00414422
738,-0.00204824
739,-0.0048664
740,-0.0135534
741,-0.00140123
742,0.00395973
743,-0.000315153
744,-0.00872657
745,-0.0037347
746,-0.0128153
747,-0.00202519
748,-0.000452576
749,0.00281172
750,0.00935958
751,0.0180557
752,0.00330808
753,0.00149225
754,0.00129469
755,0.00521005
756,0.00880784
757,-0.0020156
758,-0.010623
759,-0.00403527
760,0.00816907
761,0.00959035
762,-0.00168176
763,0.0125224
764,-0.00183312
765,-0.00288904
766,0.00662396
767,-0.0010253
768,0.00117955
769,-0.00435359
770,0.00672342
771,0.00573018
772,-0.00278199
773,0.00521968
774,-0.00656605
775,-0.00595792
776,-0.00274796
777,-0.00599565
778,0.00262651
779,0.0120912
780,0.00746792
781,-0.00706651
782,-0.00648493
783,0.00265135
784,-0.00959824
785,-0.00446822
786,0.00671483
787,-0.00839901
788,-0.00244503
789,-0.00398113
790,-0.00410479
791,-0.00246014
792,0.00635589
793,0.00312767
794,0.00852649
795,-0.00400002
796,0.00105309
797,-0.00323924
798,0.00085438
799,0.00489262
800,-0.0105172
801,0.000312766
802,0.00259493
803,-0.00949833
804,-0.0115042
805,0.00916546
806,0.00421362
807,0.00178443
808,-0.00721198
809,0.00319575
810,-0.00124535
811,0.00488019
812,0.00137694
813,-0.00315641
814,-0.0083435
815,0.00306892
816,-0.0101799
817,0.00119663
818,0.00362517
819,-0.00914029
820,-0.00697038
821,-0.00310963
822,0.00842971
823,-0.00402082
824,0.00483654
825,0.00175019
826,-0.00196881
827,0.00119319
828,0.00444881
829,0.00385706
830,0.00721325
831,0.0129752
832,0.00115354
833,0.00541629
834,0.0106339
835,-0.00615137
836,-0.000894303
837,0.00347424
838,-0.000636535
839,0.00122237
840,-0.00831906
841,-0.000437829
842,0.0117372
843,-0.0130224
844,0.00063372
845,-0.00620641
846,0.00718141
847,0.00927117
848,-0.00597951
849,-0.0112267
850,-0.00377474
851,-0.00401023
852,0.00189636
853,0.00304834
854,-9.08178e-07
855,-0.00842715
856,-0.00967025
857,-0.0129982
858,-0.00723061
859,0.00342344
860,0.0197892
861,-0.0124434
862,0.00259457
863,0.000733761
864,0.0114337
865,-0.00467467
866,-0.00455187
867,0.000976591
868,0.00520981
869,-0.00473764
870,-0.00123209
871,0.000138238
872,-0.00892042
873,-0.00617849
874,-0.000154488
875,0.00789716
876,-0.0054691
877,0.00510995
878,0.0103815
879,0.00227413
880,0.00853854
881,-0.00246909
882,-0.00175691
883,-0.00698664
884,-0.00577122
885,0.0061907
886,-0.00266994
887,0.00434808
888,0.000747089
889,-0.0028041
890,-0.00537946
891,-0.00273071
892,0.00823171
893,-0.000466303
894,0.000949152
895,-0.00908734
896,-0.00277466
897,-0.0107045
898,0.00263238
899,-0.00189314
900,-0.00461934
901,0.0127187
902,-0.00174987
903,-0.00604283
904,0.00234359
905,0.0126673
906,0.00476846
907,-0.00200919
908,-0.0016249
909,0.012931
910,0.00434951
911,-0.012418
912,-0.00110827
913,0.000757211
914,0.00244421
915,-0.0049529
916,-0.00105897
917,-0.000751248
918,0.00554065
919,-0.00248438
920,0.0117836
921,0.00452374
922,-0.00430437
923,0.00126741
924,0.00251633
925,-0.0103167
926,0.00320223
927,-0.00211644
928,0.000589431
929,0.000125076
930,-0.00161211
931,0.00122957
932,0.00152251
933,-0.000247606
934,0.00330114
935,0.00694402
936,-0.019192
937,0.000198269
938,0.00137159
939,0.00861938
940,0.00503678
941,-0.00523207
942,0.0005385
943,-0.00723025
944,0.00362885
945,-0.00447242
946,-0.00576463
947,0.00440098
948,0.00131544
949,-0.005381
950,-0.00154968
951,-0.00197502
952,0.0084809
953,-0.012495
954,-0.00304719
955,-0.00551711
956,0.00186393
957,-0.0117505
958,0.000307051
959,0.010387
960,0.00362248
961,0.00802173
962,-0.00873683
963,0.00209838
964,-0.0113929
965,-0.00725944
966,-0.00362595
967,0.00279671
968,0.00170805
969,-0.00491761
970,0.00218045
971,-0.00595114
972,0.00486259
973,0.000170742
974,-0.0043527
975,-0.00198456
976,0.00276146
977,-0.00248054
978,-0.00452066
979,0.0141492
980,-0.00705994
981,0.000307932
982,0.00258849
983,0.0049948
984,-0.00150759
985,0.00759006
986,-0.00872503
987,0.0039128
988,-0.00255313
989,-0.0086642
990,-0.00631861
991,0.00502546
992,0.00324639
993,0.000293992
994,-0.000151974
995,0.00923671
996,0.00365343
997,0.00563936
998,-0.00465614
999,0.00203457
1000,-0.00319175
1001,-3.76321e-05
1002,-0.00254474
1003,0.00450629
1004,0.0109439
1005,0.0054281
1006,-0.0031078
1007,-0.00439989
1008,-0.00337351
1009,-0.0177333
1010,0.000826288
1011,-0.00500926
1012,-0.00538118
1013,0.000242368
1014,0.00053123
1015,0.000874494
1016,0.00604162
1017,-0.00633219
1018,0.00793674
1019,-0.000579557
1020,-0.00457566
1021,-0.0109205
1022,-8.63798e-05
1023,-0.00369335
1024,0.00331625
1025,-0.0055568
1026,-0.00485198
1027,-0.000335012
1028,0.00144248
1029,-0.00762288
1030,0.00463516
1031,0.00391872
1032,-0.0032992
1033,0.000422108
1034,0.00178621
1035,-0.0126226
1036,0.0131834
1037,0.00971484
1038,0.00620695
1039,-0.00419617
1040,0.012426
1061,-0.0110157
1062,-0.00452055
1063,-0.000770641
1064,0.00029677
1065,-0.0110913
1066,0.00772166
1067,-0.00195911
1068,7.10548e-05
1069,0.000551959
1070,-0.00126636
1071,0.0180025
1072,-0.000822488
1073,0.00142289
1074,0.00204502
1075,-0.00218012
1076,-0.00089786
1077,-0.00180578
1078,-0.00702817
1079,-0.00596129
1080,0.00347977
1081,0.00463921
1082,0.0138353
1083,0.00125511
1084,-0.00352393
1085,0.00587814
1086,-0.0035806
1087,-0.000294347
1088,0.0064784
1089,0.0132156
1090,0.0042147
1091,0.00262094
1092,-0.0109959
1093,-0.0113124
1094,-0.00291864
1095,-0.0118663
1096,0.00442466
1097,0.00296346
1098,-0.00446994
1099,-0.00510878
1100,0.00394781
1101,0.000943927
1102,-0.00157128
1103,0.00824361
1104,-0.00301383
1105,0.00134274
1106,0.00289912
1107,-0.000408583
1108,-0.00267088
1109,0.000654448
1110,-0.0102661
1111,-0.00381549
1112,-0.00369342
1113,0.00139877
1114,0.00432133
1115,0.00937943
1116,-0.000253837
1117,-0.00113633
1118,-0.00218867
1119,0.00780126
1120,-0.00301588
1121,0.00171833
1122,-0.0106899
1123,0.00425365
1124,-0.00800962
1125,0.00782188
1126,-0.0051529
1127,-0.00662906
1128,0.000862718
1129,-0.004768
1130,0.00529612
1131,-0.00652215
1132,-0.00215596
1133,0.00699494
1134,0.00183586
1135,0.0122429
1136,-0.00750753
1137,0.00229981
1138,0.00498553
1139,-0.00280281
1140,0.00358064
1141,-0.000634909
1142,0.00392138
1143,-0.0020798
1144,0.00320274
1145,0.000449019
1146,0.00684276
1147,-0.000923023
1148,0.000621386
1149,-0.000877512
1150,-0.000185893
1151,-0.0106885
1152,-0.00531151
1153,0.00864639
1154,-0.0037578
1155,-5.74109e-05
1156,-0.00601493
1157,-0.00122927
1158,0.00104331
1159,0.00272038
1160,-0.00342621
1161,0.00323095
1162,-0.000534064
1163,-0.00257125
1164,-0.00712921
1165,0.00532864
1166,-0.00129883
1167,-0.000426224
1168,0.00523922
1169,0.00274023
1170,0.00154643
1171,0.00101095
1172,0.00255932
1173,0.000542695
1174,-0.00533914
1175,0.00781721
1176,0.00189436
1177,-0.0141155
1178,0.00406523
1179,0.00512075
1180,-0.00264717
1181,-0.0153417
1182,-0.00322802
1183,0.0132257
1184,0.0107321
1185,0.0108764
1186,-0.00500657
1187,0.00759693
1188,0.00677331
1189,-0.00284589
1190,-0.00441846
1191,-0.00467006
1192,-0.00125138
1193,-0.0019717
1194,-0.0168305
1195,-0.00365536
1196,-0.00985917
1197,-0.000476991
1198,-0.0133492
1199,-0.00278422
1200,-0.00206294
1201,-0.0026612
1202,0.000818525
1203,0.00558828
1204,-0.0066886
1205,0.0150431
1206,0.00285963
1207,-0.0153805
1208,0.0140456
1209,-0.00492251
1210,-0.00317652
1211,0.0017506
1212,-0.00159569
1213,0.000141846
1214,0.00552799
1215,0.00109717
1216,0.00427863
1217,0.00278921
1218,-0.00874381
1219,-0.00257306
1220,-0.00330828
1221,-0.00152762
1222,-0.00456703
1223,0.00304558
1224,-0.00469584
1225,-0.00327824
1226,-0.00521222
1227,0.00470924
1228,0.00416312
1229,0.014971
1230,0.00478398
1231,0.0132661
1232,0.0121085
1233,0.00501258
1234,-0.00198953
1235,-0.00327804
1236,-0.00843941
1237,0.00667108
1238,-0.00718344
1239,-0.000246946
1240,0.00399928
1241,-0.00010166
1242,-0.00708203
1243,0.000572528
1244,0.00571087
1245,0.00448406
1246,0.00510674
1247,0.0102726
1248,0.000969067
1249,0.0120229
1250,-0.00441777
1251,0.0012051
1252,0.000711699
1253,-0.00691371
1254,-0.00632899
1255,-0.0153397
1256,0.00841466
1257,-0.00122496
1258,0.00716416
1259,-0.00436124
1260,0.00198655
1261,0.0109979
1262,5.04837e-05
1263,-0.00307375
1264,-0.00221642
1265,0.00846182
1266,0.0100187
1267,0.0139378
1268,0.00717778
1269,0.00417078
1270,-0.00199863
1271,-0.000183683
1272,0.000310641
1273,0.00566918
1274,0.011196
1275,-0.00283432
1276,-0.000535912
1277,0.00546278
1278,0.00940413
1279,0.00769726
1280,-0.00722456
1281,-0.000972908
1282,-0.00332688
1283,0.00813604
1284,0.00884786
1285,0.000592046
1286,-0.00450004
1287,0.00326557
1288,0.0065546
1289,0.00383952
1290,0.00115023
1291,0.00233602
1292,0.00513045
1293,0.00163776
1294,0.00935368
1295,0.00446709
1296,0.00269936
1297,0.00344935
1298,-0.00601247
1299,-0.00456195
1300,-0.0112835
1301,-0.00943501
1302,-0.00132318
1303,-0.00142191
1304,-0.00277313
1305,-0.0149955
1306,-0.00312537
1307,0.00207448
1308,0.00764114
1309,0.0127238
1310,0.00840444
1311,-0.0025514
1312,0.000332961
1313,-0.00624677
1314,-0.000998986
1315,0.00327639
1316,0.0062211
1317,0.0139296
1318,-0.000936247
1319,0.00310521
1320,-0.00537152
1321,0.00491149
1322,-0.00261661
1323,0.00422445
1324,0.00126344
1325,-0.000200248
1326,-0.00438577
1327,0.000538656
1328,-0.0218448
1329,0.00242185
1330,-0.00185279
1331,9.42884e-05
1332,0.0139119
1333,-0.00487469
1334,-0.00548151
1335,-0.00206108
1336,-0.000955589
1337,-0.00127122
1338,0.00692186
1339,0.0104699
1340,0.00387939
1341,0.0060342
1342,-0.0022204
1343,-0.00285168
1344,0.00279338
1345,0.00828809
1346,0.00286155
1347,-0.000249613
1348,-0.00247215
1349,0.00424183
1350,0.00595133
1351,-0.00316265
1352,-0.00613877
1353,0.00555606
1354,0.000758264
1355,-0.00673202
1356,0.00333932
1357,0.0110258
1358,0.0065654
1359,0.00333678
1360,-0.00445986
1361,-0.011877
1362,0.0022714
1363,-0.00120788
1364,-0.00747408
1365,0.00461663
1366,0.00319852
1367,0.00540381
1368,-0.00459216
1369,-0.00785048
1370,-0.00183733
1371,0.00296375
1372,0.00367979
1373,0.00454589
1374,-0.000400612
1375,0.00431284
1376,0.00357363
1377,-0.00238622
1378,-0.000514735
1379,0.00345547
1380,-0.00112651
1381,0.00367781
1382,0.00552719
1383,0.00210401
1384,-0.00985549
1385,-0.00941294
1386,-0.00865896
1387,-0.00313553
1388,0.00532496
1389,-0.0043929
1390,-0.0107472
1391,-0.00731272
1392,-0.00319017
1393,0.00934245
1394,0.00288488
1395,0.00308219
1396,0.00105814
1397,-0.00759458
1398,0.0137119
1399,-0.00398784
1400,0.00759929
1401,0.00123195
1402,0.00225847
1403,0.00338065
1404,0.0011296
1405,-0.00528415
1406,0.00269384
1407,0.00830327
1408,0.005298
1409,-0.00180551
1410,0.000176239
1411,-0.00315826
1412,0.00355636
1413,-0.00370516
1414,0.00492027
1415,0.00233514
1416,0.00375101
1417,0.00592498
1418,-0.00949528
1419,-0.00530303
1420,-0.0117868
1421,0.00739165
1422,0.00921114
1423,0.00415259
1424,0.000839879
1425,0.0101379
1426,0.00894558
1427,0.00065402
1428,0.00218105
1429,-0.00422598
1430,-0.0045877
1431,-0.0026944
1432,-0.00106716
1433,-0.00466945
1434,-0.00495746
1435,0.00580671
1436,0.000958565
1437,-0.00302728
1438,0.00088444
1439,-0.0159221
1440,0.00602676
1441,0.0089625
1442,-0.00330755
1443,-0.0147419
1444,-0.000583145
1445,-0.00182652
1446,-8.70235e-05
1447,-5.19898e-05
1448,-0.0020459
1449,-0.00127088
1450,-0.00432189
1451,0.0162229
1452,-0.00602501
1453,-0.00700873
1454,-0.00310567
1455,-0.00048519
1456,0.011922
1457,0.00723199
1458,5.47334e-05
1459,0.00150366
1460,-0.0114067
1461,-0.00171825
1462,-0.00155761
1463,-0.00205511
1464,0.0085403
1465,-0.00348699
1466,0.00337924
1467,-0.00259832
1468,-0.00582027
1469,-0.00151159
1470,-0.00750214
1471,0.0154559
1472,-0.00235065
1473,0.00220545
1474,-0.00480705
1475,0.00121353
1476,-0.00351502
1477,0.00127385
1478,-0.00560305
1479,0.00489358
1480,0.00748396
1481,-0.00624845
1482,-0.00180784
1483,-0.00305358
1484,-0.00118398
1485,0.00346933
1486,0.000930342
1487,0.00888825
1488,0.0019651
1489,-0.00363571
1490,0.0022026
1491,-0.00302562
1492,-0.0039812
1493,0.00665849
1494,-0.00990148
1495,0.000996349
1496,-0.00587218
1497,-0.00518286
1498,-0.00406027
1499,-0.0141465
1500,-0.000524477
1501,-0.00337888
1502,-0.00300488
1503,-0.00934297
1504,-0.00369041
1505,-0.00230174
1506,0.00316338
1507,0.00357869
1508,0.0065718
1509,0.00152619
1510,0.00297729
1511,0.00100641
1512,0.0021856
1513,0.00315151
1514,0.00629864
1515,-0.00825234
1516,-0.0037795
1517,-0.00837455
1518,-0.0112079
1519,0.00854601
1520,-0.00990301
1521,-0.00854641
1522,-0.00560031
1523,0.00653536
1524,0.00217371
1525,0.00149604
1526,0.00224926
1527,-0.00220345
1528,-0.00331472
1529,0.00279024
1530,-0.000231454
1531,0.00390521
1532,0.000826212
1533,-0.00728895
1534,-0.000999706
1535,0.0100409
1536,0.0028459
1537,0.00288545
1538,0.0055932
1539,-0.00267742
1540,-0.00690828
1541,-0.00207585
1542,-0.000932598
1543,-0.00363395
1544,-0.0107334
1545,-0.00170031
1546,-0.00327604
1547,0.00266097
1548,-0.00429403
1549,-0.00206454
1550,0.00646464
1551,0.00562392
1552,-0.00595342
1553,0.00513006
1554,-0.00158562
1555,-0.00595929
1556,0.000437688
1557,-0.00385661
1558,0.00161558
1559,0.015546
1560,-0.0150653
1561,0.00103448
1562,-0.000525843
1563,0.000331315
1564,0.00339295
1565,-0.00630072
1566,-0.00217265
1567,0.00174081
1568,0.00450855
1569,-0.00502028
1570,-0.00623179
1571,0.00479835
1572,0.00411795
1573,0.00928948
1574,0.00214636
1575,-0.0137038
1576,-0.00184677
1577,0.000155297
1578,-0.000447054
1579,-0.00602488
1580,-0.00265491
1581,0.0105625
1582,-0.00459225
1583,-0.00233141
1584,-0.0024346
1585,0.00207915
1586,-0.000868321
1587,-0.000448989
1588,0.000959686
1589,0.00173145
1590,0.00333487
1591,-0.0029133
1592,0.00716779
1593,0.000528687
1594,-0.00438913
1595,0.00128298
1596,-0.0102852
1597,-0.000927909
1598,-0.00755947
1599,0.00272695
1600,0.00362551
1601,0.0036432
1602,0.00846177
1603,0.0121442
1604,-0.00310864
1605,-0.000345221
1606,0.00580471
1607,-0.00263057
1608,0.00284091
1609,-0.00270255
1610,0.0189705
1611,0.00197014
1612,0.00571503
1613,-0.000245342
1614,-0.00563476
1615,-0.00231783
1616,0.000554512
1617,-0.00717817
1618,0.00628275
1619,0.00417025
1620,0.00787076
1621,-0.0065689
1622,-0.00259053
1623,-0.000162136
1624,-0.00966792
1625,-0.011096
1626,0.0051166
1627,-0.0129925
1628,0.0014441
1629,0.00834069
1630,0.00869128
1631,0.00465881
1632,0.00306978
